Product ID,SKU,Barcode,Product Name,Brand,Product Category,Product Subcategory,Unit of Measure,Product Status,Warehouse,Warehouse Code,Bin Location,Aisle,Shelf,Batch Number,Lot Number,Quantity On Hand,Quantity Reserved,Available Quantity,Reorder Level,Safety Stock,Maximum Stock Level,Supplier ID,Supplier Name,Supplier Country,Lead Time (Days),Last Purchase Date,Unit Cost,Selling Price,Inventory Value,Currency,Last Stock Movement Date,Last Restock Date,Expiry Date,Stock Status,Reorder Required
PRD-03037,MSF-LAP-0061,5804267269668,Microsoft Surface Pro 9,microsoft,Laptops,Business Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,B-24-S3,B,S3,BT-834022,LOT-C1202,90,14,76,75,37,450,SUP-1001,TD Africa Distribution Ltd,Nigeria,10,07-02-2025,1328723.53,1544136.51,119585117.7,NGN,2026-05-13,2025-07-17,,In Stock,No
PRD-01901,MSF-LAP-0031,6204297581014,Microsoft Surface Laptop 5,Microsoft,Laptops,Business Laptops,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-35-S7,D,S7,BT-559196,LOT-B4063,67,17,50,50,25,300,SUP-1007,GUANGZHOU SUNRISE TRADING,China,36,2025-04-11,1173291.54,1718902.25,78610533.18,NGN,2026-05-16,2025-04-13,,In Stock,No
PRD-02707,BRO-SUP-0081,1943058471634,Brother Label Tape TZe-231,Brother,Office Supplies,Toner & Ink,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,F-01-S6,F,S6,BT-555222,LOT-C1224,43,4,39,30,12,150,SUP-1012,Mega Computer Mart,Nigeria,3,2025-04-19,38943.48,45101.54,1674569.64,NGN,2026-05-10,2025-04-30,2027-04-05,In Stock,No
PRD-00866,DEL-LAP-0017,6806358530101,Dell Inspiron 15 3520,Dell,Laptops,Business Laptops,Each,Active,Lagos Distribution Centre,LAG-DC,,D,S9,BT-700802,LOT-A5005,284,106,178,60,24,300,SUP-1004,Ingram Micro MEA,United Arab Emirates,23,2025-04-14,1392352.18,1640939.87,395428019.12,NGN,2026-05-12,2025-04-27,,In Stock,No
PRD-01988,HP-FUR-0047,5697755612340,HP Ergonomic Office Chair,HP,Office Furniture,Seating,Each,Active,Abuja Reg. Warehouse,ABJ-RW,D-18-S6,D,S6,BT-802888,LOT-B5458,0,0,0,100,40,400,SUP-1009,Westgate Technologies,Nigeria,10,2026-06-02,233687.56,300069.25,0.0,NGN,2026-06-13,2026-06-11,,Out of Stock,Yes
PRD-00440,LOG-FUR-0008,7441715810213,Logitech Desk Mat,Logitech,Office Furniture,Seating,Each,Active,Lagos Distribution Centre,LAG-DC,F-23-S3,F,S3,BT-854048,LOT-A5285,0,0,0,60,24,480,SUP-1011,Tech Distributors UK Ltd,United Kingdom,28,2025-04-01,208761.18,268102.37,0.0,NGN,2026-05-15,2025-04-08,,Out of Stock,Yes
PRD-02135,HP-ACC-0050,8296380264928,HP USB Wired Mouse,HP,Computer Accessories,Mice,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-06-S5,A,S5,BT-858714,LOT-B1474,27,10,17,50,20,400,SUP-1007,Guangzhou Sunrise Trading,China,33,2025-10-06,14491.03,22302.71,391257.81,NGN,2026-05-11,2025-10-13,,Low Stock,Yes
PRD-01188,LEN-MOB-0031,3160040272898,Lenovo Tab P11,Lenovo,Mobile Phones,Tablets,Each,Active,Lagos DC,LAG-DC,B-11-S2,B,S2,BT-433888,LOT-A1036,105,27,78,100,50,400,SUP-1001,TD Africa Distribution Ltd,Nigeria,11,2025-06-16,529553.93,701716.29,55603162.65,NGN,2026-06-29,2025-06-26,,In Stock,No
PRD-01489,LEN-MOB-0039,2419977118016,Lenovo Tab M10,Lenovo,Mobile Phones,Tablets,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-07-S9,E,S9,BT-797482,LOT-B4128,83,28,55,100,40,400,SUP-1005,Redington Gulf FZE,United Arab Emirates,21,2025-08-27,446925.44,572188.33,37094811.52,NGN,2026-06-18,2025-08-30,,Low Stock,Yes
PRD-00666,DEL-LAP-0013,8900577950017,Dell Vostro 3520,Dell,Laptops,Business Laptops,Each,Active,Lagos Distribution Centre,LAG-DC,G-05-S3,G,S3,BT-698989,LOT-A6904,0,0,0,60,30,300,SUP-1002,Yudala Tech Supplies,Nigeria,9,"October 10, 2025",386905.31,536955.98,0.0,NGN,2026-05-03,2025-10-17,,Out of Stock,Yes
PRD-02443,HP-SUP-0065,3324335069844,HP Printer Toner 26A,HP,Office Supplies,Paper Products,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,F-03-S5,F,S5,BT-697738,LOT-C6162,198,43,155,,18,240,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,"October 07, 2025",39071.21,52111.81,7736099.58,NGN,2026-06-07,2025-10-11,2027-11-30,In Stock,No
PRD-02561,PHI-CLN-0074,8767993689195,  Philips Vacuum Cleaner FC9352  ,Philips,Cleaning Supplies,Vacuum,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-31-S2,C,S2,BT-507717,LOT-C1969,83,1,82,20,10,100,SUP-1003,Slot Systems Limited,Nigeria,4,2025-06-20,108743.55,166515.2,9025714.65,NGN,2026-06-06,2025-07-02,2026-11-03,In Stock,No
PRD-01658,HP-SUP-0045,4821873982125,HP A4 Multipurpose Paper (Ream),HP,Office Supplies,Toner & Ink,Pack,Active,Abuja Regional Warehouse,ABJ-RW,C-28-S5,C,S5,BT-833842,LOT-B6165,0,0,0,25,10,200,SUP-1007,Guangzhou Sunrise Trading,China,32,2025-01-08,44648.38,58771.88,0.0,NGN,2026-06-09,2025-01-16,2027-06-30,Out of Stock,Yes
PRD-02838,CIS-CCT-0067,7471314396926,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,IP Cameras,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-21-S5,F,S5,BT-309839,LOT-C8645,36,9,27,25,7,100,SUP-1009,Westgate Technologies,Nigeria,8,2025-05-28,730030.74,1096011.89,26281106.64,NGN,2026-06-26,2025-06-01,,In Stock,No
PRD-01906,PHI-AUD-0046,1293865568502,Philips TAH4205 Headphones,Philips,Audio Equipment,Speakers,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-16-S5,E,S5,BT-564755,LOT-B4208,10,2,8,40,12,320,SUP-1009,Westgate Technologies,Nigeria,11,2025-08-31,17611.72,25530.98,176117.2,NGN,2026-06-25,2025-09-10,,Low Stock,Yes
PRD-02451,LEN-LAP-0044,2873576856429,Lenovo ThinkPad E14,Lenovo,Laptops,Consumer Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-05-S8,E,S8,BT-239024,LOT-C4803,26,6,20,10,3,80,SUP-1001,TD Africa Distribution Ltd,Nigeria,7,2025-08-29,732629.88,1061199.0,19048376.88,NGN,2026-05-30,2025-09-12,,In Stock,No
PRD-02233,PHI-ELC-0128,5184744000543,Philips Extension Socket 4-Way,Philips,Electrical Components,Lighting,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-05-S1,D,S1,BT-592904,LOT-B3373,38,0,38,10,4,40,SUP-1010,Dubai Source Electronics,United Arab Emirates,18,2025-04-02,181880.79,275238.88,6911470.02,NGN,2026-05-14,2025-04-11,,In Stock,No
PRD-01689,UBI-NET-0058,4661995417100,Ubiquiti EdgeRouter X,Ubiquiti,Networking Equipment,Routers,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-08-S9,E,S9,BT-464435,LOT-B2870,568,116,452,75,22,750,SUP-1009,Westgate Technologies,Nigeria,11,2026-02-20,777182.89,1086260.18,441439881.52,NGN,2026-06-11,2026-03-05,,In Stock,No
PRD-02544,MSF-ACC-0047,0300452082350,Microsoft Ergonomic Keyboard,Microsoft,Computer Accessories,Input Combos,Each,Active,Port Harcourt Distribution Centre,PHC-DC,G-05-S4,G,S4,BT-499769,LOT-C3689,76,3,73,60,30,360,SUP-1009,Westgate Technologies,Nigeria,12,2025-05-05,42912.65,55128.88,3261361.4,NGN,2026-06-12,2025-05-10,,In Stock,No
PRD-01169,BRO-PRN-0028,8879244940395,Brother HL-L2375DW,Brother,Printers,Laser Printers,Each,Active,Lagos Distribution Centre,LAG-DC,G-33-S3,G,S3,BT-953284,LOT-A9993,50,19,31,10,4,40,SUP-1011,Tech Distributors UK Ltd,United Kingdom,31,2025-05-18,246919.15,337967.75,12345957.5,NGN,2026-05-28,2025-06-01,,Overstock,No
PRD-02486,HP-FUR-0064,1411826060682,HP Ergonomic Office Chair,HP,Office Furniture,Desk Accessories,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-02-S8,E,S8,BT-340058,LOT-C4113,814,277,537,75,30,750,SUP-1012,Mega Computer Mart,Nigeria,5,2025-02-08,61790.14,95279.11,50297173.96,NGN,2026-06-01,2025-02-09,,Overstock,No
PRD-01737,PHI-ELC-0104,6584901405650,Philips Extension Socket 4-Way,Philips,Electrical Components,UPS,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-01-S5,A,S5,BT-149743,LOT-B5051,26,1,25,25,7,100,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2025-10-30,76327.72,105574.64,1984520.72,NGN,2026-05-24,2025-10-31,,In Stock,No
PRD-02179,HP-SUP-0060,7798300203043,HP A4 Multipurpose Paper (Ream),HP,Office Supplies,Paper Products,Pack,Active,Abuja Regional Warehouse,ABJ-RW,D-22-S1,D,S1,BT-949151,LOT-B8786,48,1,47,25,10,125,SUP-1005,Redington Gulf FZE,United Arab Emirates,19,2025-07-24,34279.79,42538.42,1645429.92,NGN,2026-06-25,2025-07-27,2028-01-31,In Stock,No
PRD-01945,EPS-PRN-0035,7014618702739,Epson WorkForce WF-2830,Epson,Printers,Laser Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,,C,S4,BT-710623,LOT-B1027,206,19,187,100,50,500,SUP-1002,Yudala Tech Supplies,Nigeria,7,2025-04-19,200591.98,290381.76,41321947.88,NGN,2026-05-07,2025-04-28,,In Stock,No
PRD-01700,HP-SUP-0048,0628922384357,HP Printer Toner 26A,HP,Office Supplies,Labels,Pack,Active,Abuja Regional Warehouse,ABJ-RW,F-19-S6,F,S6,BT-966565,LOT-B3839,43,2,41,25,7,200,SUP-1010,Dubai Source Electronics,United Arab Emirates,15,2026-04-20,20953.9,27616.31,901017.7,NGN,2026-05-12,2026-05-01,2026-09-07,In Stock,No
PRD-00313,PHI-CCT-0006,2421495511274,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,NVR,Each,Active,Lagos Distribution Centre,LAG-DC,E-06-S9,E,S9,BT-623147,LOT-A2541,270,19,251,50,15,250,SUP-1008,Pamtech Group,Nigeria,9,2026-05-25,746334.97,887364.23,201510441.9,NGN,2026-05-11,2026-05-28,,Overstock,No
PRD-01910,BRO-SUP-0061,8416344779279,Brother Label Tape TZe-231,Brother,Office Supplies,Toner & Ink,Pack,Active,Abuja Regional Warehouse,ABJ-RW,B-20-S2,B,S2,BT-713848,LOT-B3285,193,44,149,75,37,450,SUP-1002,Yudala Tech Supplies,Nigeria,8,2025-12-28,26352.05,37405.3,5085945.65,NGN,2026-06-02,2026-01-10,2027-02-12,In Stock,No
PRD-02187,CAN-SUP-0070,0002197976470,Canon Ink Cartridge PG-745,CANON,Office Supplies,Labels,Pack,Active,Abuja Regional Warehouse,ABJ-RW,A-32-S7,A,S7,BT-466352,LOT-B7431,186,21,165,50,15,250,SUP-1003,Slot Systems Limited,Nigeria,4,2025-03-18,41299.04,57149.6,7681621.44,NGN,2026-06-10,2025-03-20,2027-07-31,In Stock,No
PRD-01739,BRO-PRN-0038,5489788141245,Brother HL-L2375DW,Brother,Printers,Laser Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-12-S5,F,S5,BT-822402,LOT-B7303,164,60,104,50,25,250,SUP-1002,Yudala Tech Supplies,Nigeria,6,2025-12-02,483143.5,644067.77,79235534.0,NGN,2026-06-03,2025-12-12,,In Stock,No
PRD-01683,HP-SUP-0046,5056083191260,HP Printer Toner 26A,HP,Office Supplies,Toner & Ink,Pack,Active,Abuja Regional Warehouse,ABJ-RW,E-04-S5,E,S5,BT-478135,LOT-B3367,654,203,451,75,37,750,SUP-1003,Slot Systems Limited,Nigeria,6,2026-06-02,26992.16,41181.13,17652872.64,NGN,2026-05-19,2026-06-15,2026-10-08,In Stock,No
PRD-00268,LOG-ACC-0010,0816470900633,Logitech MX Master 3S Mouse,Logitech,Computer Accessories,Webcams,Each,Active,Lagos Distribution Centre,LAG-DC,C-03-S4,C,S4,BT-807835,LOT-A9721,46,5,41,20,8,80,SUP-1001,TD Africa Distribution Ltd,Nigeria,10,2026-01-03,50578.93,71870.3,2326630.78,NGN,2026-06-07,2026-01-11,,In Stock,No
PRD-00404,PHI-CCT-0010,6003562439587,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,Intercoms,Each,Discontinued,Lagos Distribution Centre,LAG-DC,G-26-S1,G,S1,BT-702656,LOT-A5813,75,14,61,15,7,120,SUP-1011,Tech Distributors UK Ltd,United Kingdom,27,2025-06-27,521040.62,614416.47,39078046.5,NGN,2026-05-27,2025-07-05,,In Stock,No
PRD-02944,KNG-STO-0062,,Kingston DataTraveler 64GB,Kingston,Storage Devices,Solid State Drives,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-15-S5,E,S5,BT-953900,LOT-C7421,2,0,2,25,10,100,SUP-1012,Mega Computer Mart,Nigeria,5,2025-01-05,161719.53,193992.01,323439.06,NGN,2026-05-13,2025-01-08,,Low Stock,Yes
PRD-02688,PHI-CLN-0080,3654531574347,Philips Vacuum Cleaner FC9352,Philips,Cleaning Supplies,Wipes,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-24-S6,C,S6,BT-541815,LOT-C1113,142,24,118,30,9,150,SUP-1006,Shenzhen Globex Electronics,China,33,2025-08-12,129547.37,163757.04,18395726.54,NGN,2026-05-16,2025-08-19,2028-02-11,In Stock,No
PRD-00050,APC-ELC-0002,0345054156676,APC Power Strip 8-Outlet,APC,Computer Accessories,Surge Protection,Each,Active,Lagos Distribution Centre,LAG-DC,F-33-S5,F,S5,BT-555111,LOT-A9897,77,22,55,60,30,300,SUP-1006,Shenzhen Globex Electronics,China,33,2025-11-17,99554.08,116231.63,7665664.16,NGN,2026-06-27,2025-12-02,,In Stock,No
PRD-03146,CAN-SUP-0091,9410503197111,Canon Ink Cartridge PG-745,Canon,Office Supplies,Labels,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,A-39-S2,A,S2,BT-611918,LOT-C7405,46,16,30,25,10,125,SUP-1010,Dubai Source Electronics,United Arab Emirates,19,2025-06-13,24210.17,28011.33,1113667.82,NGN,2026-05-06,2025-06-14,2026-05-05,In Stock,No
PRD-00562,LOG-AUD-0011,6488208934868,Logitech H390 Headset,Logitech,Audio Equipment,Earbuds,Each,Active,Lagos Distribution Centre,LAG-DC,C-23-S3,C,S3,BT-708171,LOT-A4983,362,79,283,100,40,400,SUP-1002,Yudala Tech Supplies,Nigeria,3,2025-06-28,86583.0,104867.57,31343046.0,NGN,2026-06-05,2025-06-30,,In Stock,No
PRD-01341,DEL-ACC-0028,7842471649191,Dell KB216 Keyboard,Dell,Computer Accessories,Input Combos,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-28-S2,D,S2,BT-472126,LOT-B4668,29,9,20,30,12,300,SUP-1005,Redington Gulf FZE,United Arab Emirates,17,2025-02-01,46209.79,53994.91,1340083.91,NGN,2026-05-07,2025-02-11,,Low Stock,Yes
PRD-02494,CAN-SUP-0077,8267828275987,Canon CL-746 Colour Ink,Canon,Office Supplies,Toner & Ink,Pack,Active,Port Harcourt Distribution Centre,PHC-DC,F-32-S6,F,S6,BT-998578,LOT-C6001,65,7,58,25,12,250,SUP-1012,Mega Computer Mart,Nigeria,8,2025-03-10,14039.06,19319.68,912538.9,NGN,2026-05-11,2025-03-11,2027-08-27,In Stock,No
PRD-01979,LEN-MOB-0057,7772043971888,Lenovo Tab P11,Lenovo,Mobile Phones,Tablets,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-34-S9,D,S9,BT-930526,LOT-B4197,32,2,30,100,40,600,SUP-1005,Redington Gulf FZE,United Arab Emirates,19,2026-02-03,420488.41,542555.17,13455629.12,NGN,2026-05-21,2026-02-10,,Low Stock,Yes
PRD-01871,MSF-FUR-0044,6585827654699,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Abuja Regional Warehouse,ABJ-RW,C-30-S8,C,S8,BT-781761,LOT-B8073,193,8,185,75,30,375,SUP-1007,Guangzhou Sunrise Trading,China,32,2025-02-16,195237.1,240460.51,37680760.3,NGN,2026-05-20,2025-02-20,,In Stock,No
PRD-02848,CIS-CCT-0069,4438051589527,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,NVR,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-10-S4,A,S4,BT-450224,LOT-C4502,47,9,38,25,7,125,SUP-1010,Dubai Source Electronics,United Arab Emirates,16,2025-12-22,274416.09,417498.76,12897556.23,NGN,2026-05-24,2026-01-01,,In Stock,No
PRD-01491,SAM-STO-0039,0531260557402,Samsung T7 Portable SSD 1TB,Samsung,Storage Devices,Flash Drives,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-37-S8,A,S8,BT-871809,LOT-B1594,45,17,28,30,15,180,SUP-1005,Redington Gulf FZE,United Arab Emirates,17,19/07/2025,34421.49,48098.0,1548967.05,NGN,2026-05-14,2025-07-22,,In Stock,No
PRD-01408,CAN-PRN-0034,3056956250969,Canon PIXMA G3420,Canon,Printers,Inkjet Printers,Each,Active,Abuja Regional Warehouse,ABJ-RW,F-07-S8,F,S8,BT-886641,LOT-B1937,399,132,267,100,30,400,SUP-1010,Dubai Source Electronics,United Arab Emirates,17,2025-01-29,81545.8,116415.32,32536774.2,NGN,2026-06-06,2025-02-07,,In Stock,No
PRD-03343,LOG-CLN-0081,2882005508569,Logitech Screen Cleaning Kit,Logitech,Cleaning Supplies,Vacuum,Each,Discontinued,Port Harcourt Distribution Centre,PHC-DC,E-38-S3,E,S3,BT-876337,LOT-C9652,43,4,39,,9,120,SUP-1003,Slot Systems Limited,Nigeria,5,2026-04-21,45310.34,56319.99,1948344.62,NGN,2026-05-12,2026-04-22,2026-06-17,In Stock,No
PRD-02574,UBI-NET-0085,1046059899261,Ubiquiti UniFi Switch 24,Ubiquiti,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,C-02-S8,C,S8,BT-695226,LOT-C7136,281,60,221,60,30,600,SUP-1012,Mega Computer Mart,Nigeria,5,2025-08-02,242114.58,358360.63,68034196.98,NGN,2026-06-24,2025-08-15,,In Stock,No
PRD-02454,HP-LAP-0047,8942062488782,HP EliteBook 840 G9,HP,Laptops,Gaming Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,F-18-S8,F,S8,BT-459143,LOT-C9404,308,38,270,75,30,450,SUP-1001,TD Africa Distribution Ltd,Nigeria,6,2025-12-26,1111352.57,1285974.64,342296591.56,NGN,2026-06-02,2026-01-10,,In Stock,No
PRD-01020,HP-CLN-0026,6468210037090,HP Electronics Cleaning Wipes,HP,Cleaning Supplies,Cleaning Kits,Each,Active,Lagos Distribution Centre,LAG-DC,F-36-S4,F,S4,BT-325451,LOT-A6914,368,15,353,75,22,375,SUP-1008,Pamtech Group,Nigeria,7,2026-05-21,121856.89,160214.26,44843335.52,NGN,2026-05-26,2026-05-24,2027-06-14,In Stock,No
PRD-01576,CIS-CCT-0043,4452275942673,Cisco Meraki MV12 Camera,Cisco,CCTV & Security,IP Cameras,Each,Active,Abuja Regional Warehouse,ABJ-RW,E-15-S4,E,S4,BT-513177,LOT-B3899,0,0,0,50,15,500,SUP-1009,,Nigeria,12,2026-04-07,587010.83,815897.83,0.0,NGN,2026-06-28,2026-04-12,,Out of Stock,Yes
PRD-01122,PHI-AUD-0021,4558681734188,Philips SPA20 Speakers,philips,Audio Equipment,Earbuds,Each,Active,Lagos Distribution Centre,LAG-DC,H-03-S4,H,S4,BT-388264,LOT-A6918,21,8,13,15,4,75,SUP-1008,PAMTECH GROUP,Nigeria,5,2025-12-27,115273.65,162223.37,2420746.65,NGN,2026-06-12,2025-12-28,,In Stock,No
PRD-01518,UBI-NET-0050,6925098055644,Ubiquiti UniFi AP AC Pro,Ubiquiti,Networking Equipment,Switches,Each,Active,Abuja Reg. Warehouse,ABJ-RW,C-39-S1,C,S1,BT-155930,LOT-B9984,303,54,249,50,20,400,SUP-1002,,Nigeria,9,2026-05-13,704345.36,909794.69,213416644.08,NGN,2026-06-27,2026-05-24,,In Stock,No
PRD-01296,KNG-STO-0025,5829694541913,Kingston DataTraveler 64GB,Kingston,Storage Devices,External Storage,Each,Active,Abuja Regional Warehouse,ABJ-RW,C-24-S2,C,S2,BT-294358,LOT-B8047,16,2,14,,4,50,SUP-1005,Redington Gulf FZE,United Arab Emirates,19,2026-05-03,35687.82,46999.33,571005.12,NGN,2026-06-13,2026-05-17,,In Stock,No
PRD-02290,DEL-LAP-0054,3747611558497,Dell Vostro 3520,Dell,Laptops,Business Laptops,Each,Active,Abuja Regional Warehouse,ABJ-RW,D-27-S4,D,S4,BT-670967,LOT-B6231,94,11,83,75,30,300,SUP-1002,Yudala Tech Supplies,Nigeria,9,2026-05-16,1296030.18,1528800.97,121826836.92,NGN,2026-05-29,2026-05-23,,In Stock,No
PRD-02987,UBI-CCT-0075,3395157460678,Ubiquiti UniFi Protect G4 Camera,ubiquiti,CCTV & Security,IP Cameras,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-20-S2,A,S2,BT-433936,LOT-C8482,4,0,4,40,20,240,SUP-1010,Dubai Source Electronics,United Arab Emirates,16,2026-05-24,364915.02,461328.49,1459660.08,NGN,2026-06-12,2026-06-08,,Low Stock,Yes
PRD-00818,LEN-MOB-0021,0738277771184,Lenovo Tab P11,Lenovo,Mobile Phones,Smartphones,Each,Active,Lagos Distribution Centre,LAG-DC,A-37-S9,A,S9,BT-594824,LOT-A3049,9,2,7,10,3,60,SUP-1004,Ingram Micro MEA,United Arab Emirates,22,2025-02-16,176442.53,219745.28,1587982.77,NGN,2026-06-17,2025-03-02,,Low Stock,Yes
PRD-01279,SAM-STO-0035,2374387345052,Samsung T7 Portable SSD 1TB,SAMSUNG,Storage Devices,Solid State Drives,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-08-S9,B,S9,BT-746060,LOT-B2216,62,18,44,100,40,500,SUP-1003,Slot Systems Limited,Nigeria,3,2025-03-26,178229.18,271361.53,11050209.16,NGN,2026-05-03,2025-04-10,,Low Stock,Yes
PRD-03186,PHI-ELC-0172,4579560560737,Philips LED Bulb 9W,Philips,Electrical Components,Surge Protection,Each,Active,Port Harcourt Distribution Centre,000,G-33-S5,G,S5,BT-872760,LOT-C9863,30,9,21,10,4,40,SUP-1003,SLOT SYSTEMS LIMITED,Nigeria,4,2025-12-10,263000.59,315557.56,7890017.7,NGN,2026-05-16,2025-12-12,,In Stock,No
PRD-01090,WD-STO-0029,6870690571121,WD My Passport 2TB,Western Digital,Storage Devices,Solid State Drives,Each,Active,Lagos Distribution Centre,LAG-DC,F-01-S2,F,S2,BT-108077,LOT-A6836,112,3,109,40,12,320,SUP-1011,Tech Distributors UK Ltd,United Kingdom,27,2026-04-12,99846.87,150435.17,11182849.44,NGN,2026-05-31,2026-04-15,,In Stock,No
PRD-01942,APC-ELC-0086,1211544485024,APC Smart-UPS 1500VA,APC,Electrical Components,Surge Protection,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-12-S7,A,S7,BT-609840,LOT-B5509,109,22,87,20,8,100,SUP-1009,Westgate Technologies,Nigeria,12,2026-05-23,182907.97,267525.76,19936968.73,NGN,2026-05-12,2026-05-28,,Overstock,No
PRD-03348,BRO-PRN-0065,5637008251238,Brother HL-L2375DW,Brother,Printers,Laser Printers,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-23-S4,A,S4,BT-917721,LOT-C8775,261,23,238,60,24,240,SUP-1006,Shenzhen Globex Electronics,China,36,2025-03-05,144078.09,180922.58,37604381.49,NGN,2026-05-27,2025-03-18,,Overstock,No
PRD-02822,MSF-LAP-0053,9587301924418,Microsoft Surface Laptop 5,Microsoft,Laptops,Gaming Laptops,Each,Active,Port Harcourt Distribution Centre,PHC-DC,A-34-S4,A,S4,BT-144010,LOT-C1183,150,51,99,25,12,100,SUP-1006,Shenzhen Globex Electronics,China,37,2025-07-19,586232.15,780300.99,87934822.5,NGN,2026-06-24,2025-07-20,,Overstock,No
PRD-02271,MSF-FUR-0055,4400579979843,Microsoft Adjustable Desk Riser,Microsoft,Office Furniture,Seating,Each,Active,Abuja Regional Warehouse,ABJ-RW,B-31-S6,B,S6,BT-748323,LOT-B7470,52,17,35,10,3,60,SUP-1003,Slot Systems Limited,Nigeria,4,2026-02-10,118008.58,139084.01,6136446.16,NGN,2026-05-15,2026-02-25,,In Stock,No
PRD-00871,HP-CLN-0019,0047091103495,HP Electronics Cleaning Wipes,HP,Cleaning Supplies,Cleaning Kits,Each,Active,Lagos Distribution Centre,LAG-DC,D-27-S3,D,S3,BT-550717,LOT-A1522,69,7,62,25,12,150,SUP-1008,Pamtech Group,Nigeria,10,2025-05-31,64034.6,90473.85,4418387.4,NGN,2026-06-08,2025-06-04,2026-10-01,In Stock,No
PRD-02346,UBI-NET-0076,0097511029394,Ubiquiti UniFi Switch 24,UBIQUITI,Networking Equipment,Switches,Each,Active,Port Harcourt Distribution Centre,PHC-DC,E-02-S8,E,S8,BT-236373,LOT-C4021,8,1,7,20,8,80,SUP-1003,SLOT SYSTEMS LIMITED,Nigeria,5,2025-03-05,854026.24,1190124.73,6832209.92,NGN,2026-05-20,2025-03-08,,Low Stock,Yes
PRD-01268,HP-FUR-0034,0045872422749,HP Ergonomic Office Chair,HP,Office Furniture,Desks,Each,Active,Abuja Regional Warehouse,ABJ-RW,A-29-S7,A,S7,BT-202922,LOT-B1229,132,5,127,50,25,200,SUP-1005,Redington Gulf FZE,United Arab Emirates,19,2025-09-23,120990.31,155602.97,15970720.92,NGN,2026-05-23,2025-10-07,,In Stock,No
PRD-00558,PHI-CCT-0017,0418135998989,Philips WelcomeEye Door Intercom,Philips,CCTV & Security,NVR,Each,Active,Lagos Distribution Centre,LAG-DC,C-06-S2,C,S2,BT-530694,LOT-A1899,7,2,5,15,7,90,SUP-1002,Yudala Tech Supplies,Nigeria,3,2025-02-23,235394.17,275503.53,1647759.19,NGN,2026-05-03,2025-03-09,,Low Stock,Yes
PRD-00950,BRO-SUP-0029,9897014557039,Brother TN-2480 Toner,Brother,Office Supplies,Labels,Pack,Active,Lagos Distribution Centre,LAG-DC,D-17-S6,D,S6,BT-512242,LOT-A5952,125,7,118,60,18,360,SUP-1011,Tech Distributors UK Ltd,United Kingdom,26,2025-05-03,19014.7,24445.31,2376837.5,NGN,2026-05-09,2025-05-15,2027-11-22,In Stock,No
PRD-00122,SAM-AUD-0007,4885102726149,Samsung Galaxy Buds2,Samsung,Audio Equipment,Speakers,Each,Active,Lagos Distribution Centre,LAG-DC,B-15-S2,B,S2,BT-102303,LOT-A6592,175,58,117,60,24,360,SUP-1004,Ingram Micro MEA,United Arab Emirates,23,2025-06-02,140925.96,195884.33,24662043.0,NGN,2026-06-01,2025-06-14,,In Stock,No
PRD-03003,UBI-NET-0103,2580484951105,  Ubiquiti EdgeRouter X  ,Ubiquiti,Networking Equipment,Routers,Each,Active,Port Harcourt Distribution Centre,PHC-DC,,G,S5,BT-168033,LOT-C5743,58,22,36,10,3,100,SUP-1003,Slot Systems Limited,Nigeria,6,2026-05-20,744437.1,1111390.22,43177351.8,NGN,2026-06-21,2026-05-21,,In Stock,No
